frame,x,y,theta,velocity
91,0.45495970015750203,0.004513542598367856,0.029761504415174913,0.12
92,0.4599574367552762,0.004663968653626615,0.030419197363849838,0.12
93,0.4649550727835425,0.004817699613430757,0.03108407821360317,0.12
94,0.4699526049279243,0.004974771332321126,0.03175614696443492,0.12
95,0.474950029802053,0.005135219661105304,0.03243540361634508,0.12
96,0.4799473439467963,0.005299080446735932,0.03312184816933365,0.12
97,0.48494454382948843,0.005466389532186442,0.033815480623400646,0.12
98,0.48994162584315987,0.0056371827563241,0.03451630097854605,0.12
99,0.4949385863057677,0.0058114959537804625,0.03522430923476987,0.12
100,0.49993542145942566,0.005989364954819048,0.03593950539207211,0.12
101,0.5049321274696343,0.0061708255852003634,0.036661889450452755,0.12
102,0.5099287004245125,0.006355913666044126,0.03739146140991182,0.12
103,0.514925136334028,0.006544665013688739,0.0381282212704493,0.12
104,0.5199214311292285,0.006737115439547935,0.038872169032065196,0.12
105,0.5249175806614733,0.006933300749964625,0.039623304694759505,0.12
106,0.5299135807016645,0.007133256746061849,0.040381628258532226,0.12
107,0.5349094269394806,0.007337019223590852,0.04114713972338336,0.12
108,0.5399051149826064,0.007544623972776264,0.04191983908931291,0.12
109,0.5449006403559673,0.007756106778158305,0.042699726356320876,0.12
110,0.5498959985009613,0.007971503418432054,0.04348680152440725,0.12
111,0.5548911847746926,0.00819084966628369,0.04428106459357205,0.12
112,0.5598861944492043,0.008414181288223717,0.04508251556381526,0.12
113,0.5648810227107127,0.008641534044417178,0.04589115443513689,0.12
114,0.5698756646588415,0.0088729436885107,0.04670698120753692,0.12
115,0.5748701153058554,0.009108445967456552,0.04752999588101538,0.12
116,0.5798643695758952,0.009348076621333436,0.04836019845557222,0.12
117,0.5848584223042133,0.00959187138316427,0.0491975889312075,0.12
118,0.5898522682364084,0.009839865978730614,0.050042167307921194,0.12
119,0.5948459020276612,0.010092096126384018,0.05089393358571331,0.12
120,0.5998393182419715,0.010348597536854076,0.05175288776458383,0.12
121,0.6048325113513937,0.010609405913053194,0.05261902984453277,0.12
122,0.6098254757352742,0.010874556949878078,0.053492359825560123,0.12
123,0.6148182056794887,0.01114408633400792,0.05437287770766589,0.12
124,0.6198106953756798,0.011418029743699196,0.05526058349085007,0.12
125,0.624802938920495,0.011696422848577115,0.05615547717511267,0.12
126,0.6297949303148258,0.011979301309423632,0.05705755876045368,0.12
127,0.6347866634630461,0.01226670077796207,0.0579668282468731,0.12
128,0.6397781321722527,0.012558656896638246,0.05888328563437094,0.12
129,0.6447693301515033,0.012855205298398153,0.0598069309229472,0.12
130,0.6497602510110596,0.013156381606462077,0.06073776411260187,0.12
131,0.6547508882616261,0.013462221434095215,0.06167578520333495,0.12
132,0.659741235313592,0.013772760384374711,0.06262099419514645,0.12
133,0.6647312854762741,0.01408803404995311,0.06357339108803636,0.12
134,0.6697210319571578,0.014408078012818178,0.06453297588200468,0.12
135,0.6747104678611415,0.01473292784404909,0.06549974857705142,0.12
136,0.679699586189779,0.015062619103568929,0.06647370917317658,0.12
137,0.6846883798405242,0.015397187339893486,0.06745485767038015,0.12
138,0.6896768416059755,0.01573666808987638,0.06844319406866213,0.12
139,0.6946649641731217,0.01608109687845035,0.06943871836802254,0.12
140,0.6996527401225872,0.016430509218364812,0.07044143056846135,0.12
141,0.7046401619278778,0.0167849406099196,0.07145133066997855,0.12
142,0.7096272219546302,0.017144426540694903,0.07246841867257418,0.12
143,0.7146139124598571,0.017509002485277297,0.07349269457624824,0.12
144,0.719600225591197,0.0178787039049819,0.07452415838100071,0.12
145,0.7245861533861627,0.018253566247570664,0.07556281008683159,0.12
146,0.7295716877713921,0.01863362494696665,0.0766086496937409,0.12
147,0.7345568205618964,0.019018915422964418,0.07766167720172862,0.12
148,0.7395415434603145,0.01940947308093638,0.07872189261079475,0.12
149,0.7445258480561616,0.019805333311535122,0.07978929592093928,0.12
150,0.749509725825084,0.020206531490391783,0.08086388713216225,0.12
151,0.7544931681281116,0.020613102977810185,0.08194566624446362,0.12
152,0.759476166210912,0.021025083118457064,0.0830346332578434,0.12
153,0.7644587112030458,0.021442507241048046,0.0841307881723016,0.12
154,0.7694407941172219,0.021865410658029525,0.08523413098783822,0.12
155,0.7744224058485546,0.0222938286652564,0.08634466170445325,0.12
156,0.7794035371738205,0.02272779654166552,0.08746238032214669,0.12
157,0.7843841787507169,0.02316734954894504,0.08858728684091854,0.12
158,0.7893643211171208,0.023612522931199358,0.08971938126076882,0.12
159,0.7943439546903492,0.024063351914609964,0.0908586635816975,0.12
160,0.7993230697664195,0.024519871707091807,0.0920051338037046,0.12
161,0.8043016565193115,0.02498211749794553,0.09315879192679012,0.12
162,0.8092797050002303,0.0254501244575051,0.09431963795095406,0.12
163,0.8142572051368699,0.025923927736781375,0.0954876718761964,0.12
164,0.8192341467326777,0.026403562467100933,0.09666289370251716,0.12
165,0.8242105194661201,0.026889063759740796,0.09784530342991633,0.12
166,0.8291863128899498,0.027380466705558416,0.09903490105839391,0.12
167,0.8341615164304724,0.02787780637461739,0.1002316865879499,0.12
168,0.8391361193868162,0.028381117815808564,0.10143566001858431,0.12
169,0.8441101109302012,0.028890436056466663,0.10264682135029714,0.12
170,0.8490834801032103,0.029405796101982237,0.10386517058308838,0.12
171,0.854056215819061,0.029927232935409363,0.10509070771695804,0.12
172,0.8590283068608798,0.03045478151706823,0.10632343275190613,0.12
173,0.8639997418809737,0.030988476784143574,0.1075633456879326,0.12
174,0.8689705094001083,0.031528353650278236,0.10881044652503752,0.12
175,0.8739405978067835,0.032074447005162016,0.11006473526322082,0.12
176,0.8789099953565105,0.03262679171411594,0.11132621190248256,0.12
177,0.8838786901710914,0.03318542261767171,0.11259487644282272,0.12
178,0.8888466702379004,0.03375037453114645,0.11387072888424127,0.12
179,0.8938139234091637,0.03432168224421268,0.11515376922673826,0.12
180,0.8987804374012421,0.034899380520463416,0.11644399747031363,0.12
181,0.9037461997939179,0.03548350409697264,0.11774141361496744,0.12
182,0.9087111980296771,0.03607408768385058,0.11904601766069965,0.12
183,0.9136754194129982,0.03667116596379456,0.12035780960751029,0.12
184,0.918638851109639,0.03727477359163454,0.12167678945539935,0.12
185,0.923601480145928,0.03788494519387406,0.1230029572043668,0.12
186,0.9285632934080533,0.038501715368225935,0.12433631285441268,0.12
187,0.9335242776413563,0.03912511868314337,0.12567685640553697,0.12
188,0.9384844194496251,0.039755189677345704,0.12702458785773968,0.12
189,0.9434437052943908,0.040391962859339284,0.1283795072110208,0.12
190,0.9484021214942239,0.041035472706933515,0.12974161446538032,0.12
191,0.9533596542240309,0.04168575366675142,0.13111090962081828,0.12
192,0.9583162895143583,0.04234284015373554,0.1324873926773346,0.12
193,0.9632720132506903,0.043006766550648466,0.13387106363492937,0.12
194,0.9682268111727544,0.0436775672075683,0.13526192249360258,0.12
195,0.9731806688738253,0.04435527644137901,0.1366599692533542,0.12
196,0.9781335718000315,0.04503992853525563,0.1380652039141842,0.12
197,0.9830855052496642,0.04573155773814419,0.13947762647609263,0.12
198,0.9880364543724861,0.04643019826423638,0.1408972369390795,0.12
199,0.992986404169044,0.04713588429243915,0.14232403530314475,0.12
200,0.9979353394899821,0.04784864996583899,0.14375802156828843,0.12
201,1.0028832450353569,0.04856852939116072,0.14519919573451054,0.12
202,1.007830105353954,0.04929555663822124,0.14664755780181102,0.12
203,1.0127759048426084,0.05002976573937785,0.14810310777018998,0.12
204,1.0177206277455237,0.05077119068897114,0.14956584563964728,0.12
205,1.0226642581535954,0.051519865442762686,0.151035771410183,0.12
206,1.0276067800037365,0.052275823917367154,0.1525128850817972,0.12
207,1.032548177078202,0.05303909998967905,0.15399718665448975,0.12
208,1.0374884330039194,0.053809727496294195,0.15548867612826078,0.12
209,1.0424275312518185,0.0545877402329255,0.15698735350311013,0.12
210,1.0473654551361644,0.05537317195381345,0.15849321877903802,0.12
211,1.0523021878138914,0.056166056371130785,0.16000627195604422,0.12
212,1.0572377122839407,0.056966427154382264,0.1615265130341289,0.12
213,1.0621720113865991,0.05777431792979809,0.16305394201329193,0.12
214,1.0671050678028409,0.05858976227972257,0.16458855889353344,0.12
215,1.0720368640536693,0.059412793741996435,0.16613036367485332,0.12
216,1.076967382499464,0.060243445809334314,0.16767935635725165,0.12
217,1.0818966053393277,0.061081751928695756,0.16923553694072835,0.12
218,1.0868245146104378,0.06192774550065153,0.1707989054252835,0.12
219,1.091751092187396,0.06278145987874346,0.17236946181091703,0.12
220,1.0966763197815865,0.06364292836883902,0.173947206097629,0.12
221,1.1016001789405314,0.06451218422848001,0.17553213828541936,0.12
222,1.10652265104725,0.0653892606662258,0.1771242583742882,0.12
223,1.1114437173196205,0.06627419084099047,0.17872356636423536,0.12
224,1.1163633588097486,0.06716700786137451,0.18033006225526105,0.12
225,1.1212815564033272,0.06806774478499046,0.18194374604736507,0.12
226,1.1261982908190136,0.0689764346177829,0.18356461774054755,0.12
227,1.1311135426077958,0.06989311031334275,0.18519267733480838,0.12
228,1.1360272921523724,0.07081780477221553,0.18682792483014768,0.12
229,1.1409395196665248,0.07175055084120376,0.18847036022656535,0.12
230,1.1458502051945023,0.07269138131266367,0.1901199835240615,0.12
231,1.1507593286104012,0.07364032892379582,0.19177679472263598,0.12
232,1.1556668696175523,0.0745974263559301,0.19344079382228888,0.12
233,1.1605728077479105,0.07556270623380447,0.19511198082302028,0.12
234,1.1654771223614422,0.07653620112483776,0.19679035572483,0.12
235,1.1703797926455233,0.07751794353839724,0.19847591852771823,0.12
236,1.1752807976143347,0.07850796592505878,0.20016866923168478,0.12
237,1.1801801161082621,0.07950630067586267,0.20186860783672983,0.12
238,1.185077726793299,0.08051298012156216,0.20357573434285323,0.12
239,1.1899736081604528,0.08152803653186677,0.2052900487500551,0.12
240,1.194867738525154,0.08255150211467888,0.20701155105833532,0.12
241,1.1997600960266692,0.08358340901532502,0.20874024126769405,0.12
242,1.2046506586275127,0.08462378931578031,0.21047611937813107,0.12
243,1.2095394041128702,0.08567267503388763,0.21221918538964663,0.12
244,1.2144263100900152,0.08673009812256988,0.2139694393022405,0.12
245,1.2193113539877392,0.08779609046903669,0.21572688111591287,0.12
246,1.2241945130557734,0.08887068389398464,0.21749151083066356,0.12
247,1.229075764364227,0.08995391015079195,0.21926332844649277,0.12
248,1.2339550848030154,0.09104580092470574,0.22104233396340028,0.12
249,1.2388324510813045,0.09214638783202483,0.2228285273813863,0.12
250,1.243707839726947,0.09325570241927461,0.22462190870045068,0.12
251,1.248581227085932,0.09437377616237737,0.22642247792059353,0.12
252,1.25345258932183,0.0955006404658148,0.22823023504181472,0.12
253,1.2583219024152477,0.09663632666178561,0.2300451800641144,0.12
254,1.2631891421632817,0.09778086600935594,0.2318673129874924,0.12
255,1.2680542841789808,0.09893428969360425,0.2336966338119489,0.12
256,1.2729173038908048,0.1000966288247593,0.23553314253748375,0.12
257,1.2777781765420966,0.10126791443733218,0.23737683916409702,0.12
258,1.2826368771905485,0.10244817748924241,0.2392277236917888,0.12
259,1.2874933807076785,0.10363744886093655,0.24108579612055886,0.12
260,1.2923476617783096,0.10483575935450203,0.2429510564504075,0.12
261,1.297199694900049,0.10604313969277339,0.2448235046813344,0.12
262,1.302049454382778,0.10725962051843291,0.2467031408133398,0.12
263,1.3068969143481388,0.10848523239310445,0.24858996484642354,0.12
264,1.3117420487290314,0.10972000579644149,0.2504839767805858,0.12
265,1.3165848312691104,0.11096397112520785,0.2523851766158264,0.12
266,1.3214252355222869,0.11221715869235328,0.25429356435214545,0.12
267,1.3262632348522367,0.11347959872608131,0.2562091399895428,0.12
268,1.33109880243191,0.11475132136891177,0.25813190352801874,0.12
269,1.3359319112430466,0.1160323566767364,0.26006185496757295,0.12
270,1.340762534075696,0.11732273461786819,0.26199899430820567,0.12
271,1.3455906435277396,0.1186224850720839,0.26394332154991673,0.12
272,1.350416212004421,0.11993163782966094,0.2658948366927063,0.12
273,1.3552392117178753,0.1212502225904067,0.2678535397365742,0.12
274,1.3600596146866704,0.12257826896268287,0.2698194306815206,0.12
275,1.364877392735345,0.12391580646242144,0.2717925095275453,0.12
276,1.369692517493957,0.12526286451213628,0.2737727762746485,0.12
277,1.3745049603976327,0.12661947243992638,0.2757602309228301,0.12
278,1.3793146926861242,0.12798565947847382,0.27775487347209016,0.12
279,1.384121685403368,0.12936145476403488,0.2797567039224285,0.12
280,1.3889259093970503,0.13074688733542458,0.2817657222738454,0.12
281,1.393727335318179,0.1321419861329944,0.2837819285263406,0.12
282,1.3985259336206552,0.13354677999760448,0.2858053226799142,0.12
283,1.4033216745608552,0.1349612976695883,0.28783590473456633,0.12
284,1.4081145281972152,0.13638556778771108,0.28987367469029673,0.12
285,1.4129044643898194,0.13781961888812205,0.2919186325471057,0.12
286,1.4176914527999955,0.13926347940329958,0.29397077830499296,0.12
287,1.4224754628899174,0.14071717766099087,0.29603011196395873,0.12
288,1.4272564639222047,0.14218074188314306,0.29809663352400284,0.12
289,1.4320344249595398,0.1436542001848305,0.30017034298512546,0.12
290,1.4368093148642778,0.14513758057317278,0.30225124034732637,0.12
291,1.441581102298071,0.14663091094624844,0.30433932561060584,0.12
292,1.4463497557214946,0.14813421909200047,0.3064345987749636,0.12
293,1.4511152433936778,0.14964753268713651,0.30853705984039986,0.12
294,1.4558775333719418,0.15117087929602144,0.3106467088069145,0.12
295,1.4606365935114438,0.15270428636956435,0.31276354567450754,0.12
296,1.4653923914648233,0.1542477812440981,0.314887570443179,0.12
297,1.4701448946818583,0.15580139114025307,0.3170187831129289,0.12
298,1.4748940704091247,0.15736514316182373,0.3191571836837571,0.12
299,1.4796398856896618,0.15893906429462934,0.3213027721556639,0.12
300,1.4843823073626436,0.1605231814053669,0.323455548528649,0.12
301,1.4891213020630587,0.16211752124045944,0.32561551280271256,0.12
302,1.493856836221389,0.16372211042489535,0.32778266497785447,0.12
303,1.4985888760633046,0.16533697546106374,0.3299570050540749,0.12
304,1.5033173876093537,0.16696214272758078,0.3321385330313736,0.12
305,1.50804233667467,0.16859763847811157,0.3343272489097508,0.12
306,1.5127636888686766,0.17024348884018395,0.3365231526892064,0.12
307,1.5174814095947993,0.17189971981399657,0.33872624436974047,0.12
308,1.5221954640501905,0.1735663572712202,0.3409365239513529,0.12
309,1.5269058172254535,0.17524342695379255,0.3431539914340436,0.12
310,1.531612433904375,0.17693095447270651,0.345378646817813,0.12
311,1.5363152786636654,0.1786289653067915,0.3476104901026606,0.12
312,1.5410143158727057,0.18033748480148942,0.34984952128858676,0.12
313,1.545709509693298,0.1820565381676224,0.3520957403755912,0.12
314,1.5504008240794265,0.18378615048015579,0.3543491473636742,0.12
315,1.5550882227770213,0.18552634667695303,0.3566097422528355,0.12
316,1.5597716693237342,0.18727715155752564,0.3588775250430753,0.12
317,1.5644511270487147,0.1890385897817749,0.3611524957343934,0.12
318,1.5691265590723984,0.19081068586872887,0.36343465432679,0.12
319,1.5737979283062988,0.19259346419527154,0.36572400082026496,0.12
320,1.5784651974528103,0.19438694899486644,0.3680205352148184,0.12
321,1.583128329005011,0.19619116435627293,0.37032425751045017,0.12
322,1.5877872852464814,0.198006134222257,0.3726351677071605,0.12
323,1.5924420282511218,0.19983188238829444,0.3749532658049491,0.12
324,1.5970925198829868,0.2016684325012693,0.37727855180381625,0.12
325,1.6017387217961145,0.20351580805816366,0.37961102570376165,0.12
326,1.6063805954343746,0.2053740324047435,0.3819506875047856,0.12
327,1.6110181020313186,0.2072431287342356,0.38429753720688786,0.12
328,1.6156512026100358,0.20912312008600062,0.3866515748100686,0.12
329,1.6202798579830224,0.21101402934419744,0.3890128003143277,0.12
330,1.624904028752053,0.21291587923644292,0.39138121371966533,0.12
331,1.6295236753080606,0.21482869233246443,0.39375681502608123,0.12
332,1.6341387578310294,0.21675249104274627,0.39613960423357564,0.12
333,1.6387492362898868,0.21868729761716943,0.3985295813421484,0.12
334,1.6433550704424116,0.22063313414364583,0.4009267463517996,0.12
335,1.6479562198351445,0.2225900225467458,0.40333109926252925,0.12
336,1.6525526438033087,0.2245579845863185,0.40574264007433725,0.12
337,1.6571443014707394,0.2265370418561084,0.40816136878722376,0.12
338,1.6617311517498192,0.22852721578236182,0.41058728540118855,0.12
339,1.6663131533414244,0.2305285276224316,0.41302038991623186,0.12
340,1.6708902647348753,0.2325409984633718,0.4154606823323535,0.12
341,1.6754624442079011,0.23456464922052897,0.4179081626495537,0.12
342,1.680029649826607,0.2365995006361251,0.42036283086783216,0.12
343,1.6845918394454535,0.23864557327783578,0.42282468698718917,0.12
344,1.6891489707072431,0.24070288753736213,0.4252937310076245,0.12
345,1.6937010010431148,0.2427714636289961,0.4277699629291383,0.12
346,1.6982478876725484,0.24485132158817954,0.4302533827517304,0.12
347,1.7027895876033792,0.2469424812700584,0.4327439904754011,0.12
348,1.7073260576318139,0.2490449623480294,0.4352417861001501,0.12
349,1.711857254342469,0.2511587843122818,0.4377467696259776,0.12
350,1.716383134108402,0.25328396646833207,0.44025894105288327,0.12
351,1.7209036530911634,0.2554205279355543,0.44277830038086763,0.12
352,1.7254187672408552,0.2575684876457027,0.4453048476099302,0.12
353,1.7299284322961936,0.2597278643414298,0.44783858274007143,0.12
354,1.7344326037845874,0.2618986765747965,0.4503795057712909,0.12
355,1.7389312370222225,0.2640809427057804,0.4529276167035888,0.12
356,1.743424287114153,0.2662746809007732,0.45548291553696507,0.12
357,1.7479117089544087,0.2684799091310761,0.4580454022714199,0.12
358,1.7523934572261057,0.27069664517138764,0.460615076906953,0.12
359,1.7568694864015693,0.2729249065982862,0.4631919394435645,0.12
360,1.761339750742467,0.2751647107887068,0.4657759898812545,0.12
361,1.765804204299948,0.2774160749184124,0.46836722822002286,0.12
362,1.7702628009147958,0.2796790159604585,0.47096565445986976,0.12
363,1.77223662149314,0.2806854824702909,0.472119374357237,0.12
364,1.7766866915058854,0.28296514534219463,0.4747183394853671,0.12
365,1.781130836041273,0.28525633835267716,0.4773048242448008,0.12
366,1.7855690539629967,0.28755899070945323,0.4798788286355381,0.12
367,1.7900013446032592,0.28987303176584023,0.4824403526575789,0.12
368,1.79442770775975,0.29219839102198597,0.48498939631092325,0.12
369,1.7988481436926287,0.2945349981260637,0.4875259595955712,0.12
370,1.8032626531215117,0.2968827828754383,0.4900500425115227,0.12
371,1.8076712372224637,0.2992416752178008,0.49256164505877775,0.12
372,1.8120738976249948,0.30161160525227226,0.49506076723733633,0.12
373,1.8164706364090613,0.3039925032304785,0.4975474090471985,0.12
374,1.820861456102071,0.3063842995575937,0.5000215704883643,0.12
375,1.8252463596758959,0.30878692479335523,0.5024832515608335,0.12
376,1.8296253505438875,0.3112003096530479,0.5049324522646064,0.12
377,1.8339984325578988,0.3136243850084598,0.5073691725996827,0.12
378,1.8383656100053123,0.3160590818888078,0.5097934125660627,0.12
379,1.842726887606072,0.3185043314816354,0.5122051721637463,0.12
380,1.8470822705097232,0.32096006513368075,0.5146044513927334,0.12
381,1.8514317642924558,0.3234262143517158,0.516991250253024,0.12
382,1.855775374954156,0.32590271080335936,0.5193655687446181,0.12
383,1.8601131089154623,0.328389486317858,0.521727406867516,0.12
384,1.8644449730148291,0.3308864728868432,0.5240767646217173,0.12
385,1.8687709745055958,0.33339360266505713,0.5264136420072221,0.12
386,1.8730911210530619,0.33591080797105327,0.5287380390240305,0.12
387,1.87740542073157,0.33843802128786904,0.5310499556721425,0.12
388,1.881713882021595,0.3409751752636695,0.5333493919515581,0.12
389,1.8860165138068397,0.3435222027123669,0.5356363478622772,0.12
390,1.8903133253713365,0.3460790366142114,0.5379108234042999,0.12
391,1.894604326396559,0.34864561011635525,0.5401728185776261,0.12
392,1.8988895269585369,0.3512218565333918,0.5424223333822559,0.12
393,1.903168937524981,0.3538077093478671,0.5446593678181892,0.12
394,1.907442568952414,0.356403102210766,0.5468839218854261,0.12
395,1.9117104324833083,0.359007968941972,0.5490959955839666,0.12
396,1.915972539743234,0.3616222435307021,0.5512955889138106,0.12
397,1.9202289027380097,0.36424586013591576,0.5534827018749582,0.12
398,1.9244795338508653,0.36687875308669826,0.5556573344674093,0.12
399,1.9287244458396104,0.3695208568826199,0.557819486691164,0.12
400,1.9329636518338107,0.37217210619406993,0.5599691585462223,0.12
401,1.937197165331972,0.3748324358625653,0.562106350032584,0.12
402,1.9414250001987323,0.3775017809010357,0.5642310611502495,0.12
403,1.9456471706620633,0.3801800764940838,0.5663432918992184,0.12
404,1.949863691310477,0.3828672579982216,0.5684430422794908,0.12
405,1.954074577090243,0.38556326094208304,0.5705303122910669,0.12
406,1.958279843302613,0.3882680210266125,0.5726051019339465,0.12
407,1.9624795056010522,0.3909814741252299,0.5746674112081297,0.12
408,1.9666735799884831,0.3937035562839727,0.5767172401136165,0.12
409,1.9708620828145318,0.396434203721615,0.5787545886504067,0.12
410,1.9750450307727874,0.3991733528297622,0.5807794568185005,0.12
411,1.9792224408980685,0.40192094017292496,0.5827918446178979,0.12
412,1.9833943305636974,0.4046769024885696,0.5847917520485989,0.12
413,1.987560717478783,0.4074411766871453,0.5867791791106034,0.12
414,1.9917216196855132,0.4102136998520908,0.5887541258039115,0.12
415,1.995877055556456,0.4129944092398177,0.5907165921285231,0.12
416,2.000027043791867,0.41578324227967206,0.5926665780844383,0.12
417,2.0041716034170096,0.41858013657387627,0.5946040836716571,0.12
418,2.0083107537794795,0.42138502989744553,0.5965291088901794,0.12
419,2.0124445145465426,0.4241978601980875,0.5984416537400052,0.12
