time,x,y,psi,velocity_x,velocity_y,velocity,acceleration,distance_from_start,distance_from_last_waypoint
0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0
0.1,0.011999998622242158,5.7503205420568994e-06,0.00017250964172704726,0.11999999821442542,2.0701156904569392e-05,0.12,0.0,0.012,0.012
0.2,0.023999997244484317,1.1500641084113799e-05,0.0003450192834540945,0.11999999285770171,4.1402313193081124e-05,0.12,0.0,0.024,0.024
0.30000000000000004,0.035999995866726475,1.72509616261707e-05,0.0005175289251811418,0.11999998392982905,6.210346824947756e-05,0.12,0.0,0.036000000000000004,0.036000000000000004
0.4,0.047999994488968634,2.3001282168227598e-05,0.000690038566908189,0.1199999714308077,8.280462145770107e-05,0.12,0.0,0.048,0.048
0.5,0.059999993111210785,2.8751602710284496e-05,0.0008625482086352362,0.11999995536063802,0.00010350577220169413,0.12,0.0,0.06,0.06
0.6000000000000001,0.07199999173345295,3.45019232523414e-05,0.0010350578503622837,0.11999993571932052,0.00012420691986539926,0.12,0.0,0.07200000000000001,0.07200000000000001
0.7000000000000001,0.08399999035569511,4.02522437943983e-05,0.0012075674920893308,0.11999991250685575,0.00014490806383275905,0.12,0.0,0.084,0.084
0.8,0.09599998897793727,4.6002564336455196e-05,0.001380077133816378,0.11999988572324442,0.00016560920348771625,0.12,0.0,0.096,0.096
0.9,0.10799994351191958,7.475414403359023e-05,0.0017826001329414266,0.11999980934025645,0.00021391190266293112,0.12,0.0,0.108,0.108
1.0,0.1199998760018479,0.00011500631369560248,0.0023001294146375384,0.1199996825644205,0.00027601528637549044,0.12,0.0,0.12,0.12
1.1,0.13199980849177623,0.00015525848335761478,0.002817658696333651,0.11999952364828341,0.0003381185961610675,0.12,0.0,0.132,0.132
1.2000000000000002,0.1439997409817046,0.0001955106530196271,0.003335187978029764,0.11999933259188772,0.00040022181538612573,0.12,0.0,0.14400000000000002,0.14400000000000002
1.3,0.1559996734716329,0.0002357628226816393,0.0038527172597258748,0.11999910939528463,0.00046232492741715285,0.12,0.0,0.156,0.156
1.4000000000000001,0.16799960596156122,0.0002760149923436516,0.0043702465414219875,0.11999885405853389,0.000524427915620666,0.12,0.0,0.168,0.168
1.5,0.17999953845148955,0.00031626716200566383,0.0048877758231180984,0.11999856658170391,0.0005865307633632147,0.12,0.0,0.18,0.18
1.6,0.1919994709414179,0.0003565193316676761,0.005405305104814211,0.11999824696487169,0.0006486334540113865,0.12,0.0,0.192,0.192
1.7000000000000002,0.20399926014252776,0.0004197728080116499,0.006037843798499806,0.11999781267318092,0.0007245368535687373,0.12,0.0,0.20400000000000001,0.20400000000000001
1.8,0.2159987627753778,0.0005290273924666717,0.0069003937897116115,0.11999714308526895,0.0008280406834760742,0.12,0.0,0.216,0.216
1.9000000000000001,0.22799826540822787,0.0006382819769216938,0.007762943780923419,0.11999638422038954,0.000931543897327402,0.12,0.0,0.228,0.228
2.0,0.23999776804107792,0.0007475365613767155,0.008625493772135225,0.11999553607910729,0.0010350464181171114,0.12,0.0,0.24,0.24
2.1,0.251997270673928,0.0008567911458317376,0.009488043763347031,0.11999459866205325,0.0011385481688401093,0.12,0.0,0.252,0.252
2.2,0.26399677330677807,0.0009660457302867597,0.010350593754558839,0.1199935719699248,0.0012420490724918758,0.12,0.0,0.264,0.264
2.3000000000000003,0.27599627593962817,0.0010753003147417816,0.011213143745770647,0.1199924560034858,0.0013455490520685206,0.12,0.0,0.276,0.276
2.4000000000000004,0.2879957785724782,0.0011845548991968038,0.012075693736982453,0.11999125076356654,0.0014490480305668415,0.12,0.0,0.28800000000000003,0.28800000000000003
2.5,0.29999528117025037,0.001293812097848482,0.012938252443076611,0.11998995623753345,0.0015525469766827327,0.12,0.0,0.3,0.3
2.6,0.31199339506915724,0.0015065628178433182,0.014145824926387558,0.11998799393843657,0.0016974423789072508,0.12,0.0,0.31200000000000006,0.31200000000000006
2.7,0.3239915089680641,0.0017193135378381543,0.015353397409698509,0.11998585666911225,0.001842335305868459,0.12,0.0,0.32400000000000007,0.32400000000000007
2.8000000000000003,0.3359896228669709,0.0019320642578329905,0.016560969893009456,0.11998354443267716,0.001987225546278981,0.12,0.0,0.3360000000000001,0.3360000000000001
2.9000000000000004,0.3479877367658778,0.0021448149778278266,0.017768542376320407,0.11998105723250306,0.0021321128888553585,0.12,0.0,0.3480000000000001,0.3480000000000001
3.0,0.3599858506647846,0.0023575656978226623,0.01897611485963135,0.11997839507221687,0.0022769971223183584,0.12,0.0,0.36000000000000004,0.36000000000000004
3.1,0.3719839645636915,0.002570316417817498,0.0201836873429423,0.11997555795570063,0.0024218780353932826,0.12,0.0,0.37200000000000005,0.37200000000000005
3.2,0.38398207846259835,0.0027830671378123346,0.02139125982625325,0.11997254588709148,0.0025667554168102747,0.12,0.0,0.38400000000000006,0.38400000000000006
3.3000000000000003,0.39598019236150517,0.002995817857807171,0.0225988323095642,0.11996935887078178,0.002711629055304627,0.12,0.0,0.3960000000000001,0.3960000000000001
3.4000000000000004,0.4079761459505774,0.0033005561837652917,0.024036442314402516,0.11996533663539838,0.0028840953443917184,0.12,0.0,0.4080000000000001,0.4080000000000001
3.5,0.4199710196786232,0.0036512757986077184,0.02558903978544146,0.11996071420633311,0.0030703496716930887,0.12,0.0,0.42000000000000004,0.42000000000000004
3.6,0.4319658934066691,0.004001995413450147,0.02714163725648041,0.11995580260495782,0.0032565965977371975,0.12,0.0,0.43200000000000005,0.43200000000000005
3.7,0.44396076713471494,0.004352715028292575,0.028694234727519356,0.11995060184311218,0.0034428356735649477,0.12,0.0,0.44400000000000006,0.44400000000000006
3.8000000000000003,0.4559556408627608,0.004703434643135003,0.030246832198558306,0.11994511193333295,0.003629066450236167,0.12,0.0,0.45600000000000007,0.45600000000000007
3.9000000000000004,0.4679505145908067,0.005054154257977431,0.03179942966959726,0.11993933288885386,0.003815288478830688,0.12,0.0,0.4680000000000001,0.4680000000000001
